Marine Recreational Information Program Query Results

Your Query Parameters:

·Query: MRIP CATCH TIME SERIES

·Year: 1981 - 2018

·Wave: BY WAVE

·Geographic Area: NORTH ATLANTIC BY STATE

·Species: SUMMER FLOUNDER                                                                                                                                                                                         

·Fishing Mode: ALL MODES BY MODE

·Fishing Area: ALL AREAS BY AREA

·Type of Catch: TOTAL CATCH (TYPE A + B1 + B2)

Information:

·NUMBERS OF FISH

PSE (proportional standard error) is automatically included in all outputs. It expresses the standard error of an estimate as a percentage of the estimate and is a

measure of precision.

The following cases have been excluded from results below due to insufficient sample sizes:

CT-2013-CHARTER                           ,RI-2013-CHARTER                           ,CT-2014-CHARTER                           ,CT-2015-CHARTER                           ,

Estimates replaced by a * indicates all estimates excluded.

Estimates including these cases are available by running this query at the annual level.

"Estimate Status","Year","Wave","State","Common Name","Fishing Mode","Fishing Area","Total Catch (A+B1+B2)","PSE"
"FINAL",2008,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",5919,98.7
"FINAL",2008,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","CHARTER BOAT","INLAND",198,81
"FINAL",2008,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",1105244,30.4
"FINAL",2008,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",7526,84.3
"FINAL",2008,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",12255,57.7
"FINAL",2008,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",264,97
"FINAL",2008,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","INLAND",257,103.7
"FINAL",2008,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",234663,84
"FINAL",2008,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",321690,57.6
"FINAL",2008,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",525,100.4
"FINAL",2008,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",1098,103.8
"FINAL",2008,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",32986,63.9
"FINAL",2008,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",32388,13.6
"FINAL",2008,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",34886,40.5
"FINAL",2008,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",684283,41.5
"FINAL",2008,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",16957,87.1
"FINAL",2008,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",178116,50
"FINAL",2008,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",198,64.8
"FINAL",2008,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",7335,106.8
"FINAL",2008,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",141,27.8
"FINAL",2008,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",311,88.3
"FINAL",2008,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",78526,79.9
"FINAL",2009,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",6747,91.6
"FINAL",2009,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",5721,84.9
"FINAL",2009,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",12017,10.9
"FINAL",2009,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",191,70.6
"FINAL",2009,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",63029,83
"FINAL",2009,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",32457,50.5
"FINAL",2009,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",15694,78
"FINAL",2009,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",636031,24.5
"FINAL",2009,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",4854,99.6
"FINAL",2009,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",8042,85.6
"FINAL",2009,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","INLAND",124,103.7
"FINAL",2009,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",5789,97.3
"FINAL",2009,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",228653,41
"FINAL",2009,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",1459,97.8
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",16312,72.5
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",27886,72.5
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",15977,17
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","INLAND",4206,20
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",13300,52.3
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",409127,31.4
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",13689,84.2
"FINAL",2009,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",276339,72.5
"FINAL",2009,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",11616,80.2
"FINAL",2009,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",3081,105.1
"FINAL",2009,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",56,91.7
"FINAL",2009,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",12134,59.7
"FINAL",2009,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","INLAND",55,84.4
"FINAL",2009,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",20596,61.5
"FINAL",2009,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",2548,103.1
"FINAL",2010,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",9647,94.5
"FINAL",2010,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY BOAT","INLAND",35,87
"FINAL",2010,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","CHARTER BOAT","INLAND",189,106.3
"FINAL",2010,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",167796,42.3
"FINAL",2010,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",8886,95.9
"FINAL",2010,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","INLAND",55,100.5
"FINAL",2010,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",411023,83.5
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",17380,78.7
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",12652,4.6
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",1736,18
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",1625,29.5
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","INLAND",11328,28.8
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",329958,41.3
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",47228,98.3
"FINAL",2010,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",74647,59.3
"FINAL",2010,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",71660,55.1
"FINAL",2010,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PARTY BOAT","INLAND",30,93.5
"FINAL",2010,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","CHARTER BOAT","INLAND",1540,70.1
"FINAL",2010,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",577517,28.1
"FINAL",2010,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",3514,69.4
"FINAL",2010,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",44,101.4
"FINAL",2010,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",103102,93.7
"FINAL",2010,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",1794,94.1
"FINAL",2010,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",80673,47.7
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",121185,56.6
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",144,11
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","INLAND",852,14.3
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",2078,54.7
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (> 3 MI)",1273,82.5
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",83874,52.8
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",130295,50.4
"FINAL",2010,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",51929,69.7
"FINAL",2010,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",45145,75.3
"FINAL",2010,"SEPTEMBER/OCTOBER","MAINE","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",56,95.8
"FINAL",2010,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",34249,39.3
"FINAL",2010,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",24,72
"FINAL",2010,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",10291,72.9
"FINAL",2010,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",6843,66.1
"FINAL",2011,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY BOAT","INLAND",68,76.4
"FINAL",2011,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",189060,57.2
"FINAL",2011,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",54042,100.8
"FINAL",2011,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",28650,82
"FINAL",2011,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",9724,82.9
"FINAL",2011,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",112350,48.1
"FINAL",2011,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",43592,103.8
"FINAL",2011,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",13748,19.3
"FINAL",2011,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",7079,6.3
"FINAL",2011,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",2765,62.4
"FINAL",2011,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (> 3 MI)",120,115.2
"FINAL",2011,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",606201,48
"FINAL",2011,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",102673,69.4
"FINAL",2011,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",35349,79.8
"FINAL",2011,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","CHARTER BOAT","INLAND",131,26.8
"FINAL",2011,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",651735,35.2
"FINAL",2011,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",88404,53.3
"FINAL",2011,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",1935,59.2
"FINAL",2011,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","INLAND",1734,97.1
"FINAL",2011,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",32162,68.7
"FINAL",2011,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",247619,39.5
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",17500,71.8
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",10080,11.7
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",307,6.3
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",9798,53.4
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (> 3 MI)",2177,63.2
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",796073,49.3
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",64112,92.4
"FINAL",2011,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",297829,67.9
"FINAL",2011,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",36592,100.9
"FINAL",2011,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",92960,100
"FINAL",2011,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",71965,102.7
"FINAL",2011,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",167,71.6
"FINAL",2011,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",29,77.4
"FINAL",2011,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",177492,91.1
"FINAL",2012,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",292545,48.6
"FINAL",2012,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",862,60.9
"FINAL",2012,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",291404,54
"FINAL",2012,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",12186,86.5
"FINAL",2012,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",10672,15.4
"FINAL",2012,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",11214,82.5
"FINAL",2012,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",281705,47.9
"FINAL",2012,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",132432,73.6
"FINAL",2012,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",27382,48.3
"FINAL",2012,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",454275,28.5
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",118871,87.4
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",3544,83.3
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",4712,96
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",274,104.6
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (> 3 MI)",1022,120.4
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",33639,81.6
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",508,103.9
"FINAL",2012,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",277310,40.7
"FINAL",2012,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",239,100.8
"FINAL",2012,"JULY/AUGUST","NEW HAMPSHIRE","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",789,98.1
"FINAL",2012,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","OCEAN (<= 3 MI)",75609,61.4
"FINAL",2012,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",7385,75.8
"FINAL",2012,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",12227,16.3
"FINAL",2012,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",3196,74.6
"FINAL",2012,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",371604,29.8
"FINAL",2012,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",5183,94.9
"FINAL",2012,"JULY/AUGUST","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",207716,39.9
"FINAL",2012,"SEPTEMBER/OCTOBER","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",10455,50.5
"FINAL",2012,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",1,103.5
"FINAL",2012,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",1029,72.1
"FINAL",2012,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",12692,87.8
"FINAL",2012,"SEPTEMBER/OCTOBER","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",47028,91
"FINAL",2012,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","SHORE","INLAND",8623,101.6
"FINAL",2012,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",84,75
"FINAL",2012,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",4819,100
"FINAL",2012,"SEPTEMBER/OCTOBER","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",7147,90.1
"FINAL",2013,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PARTY BOAT","INLAND",7170,77.9
"FINAL",2013,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",371680,42.6
"FINAL",2013,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",135038,87.6
"FINAL",2013,"MAY/JUNE","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",422971,54.2
"FINAL",2013,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",2996,99.4
"FINAL",2013,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",26,103.1
"FINAL",2013,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",673,48.6
"FINAL",2013,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",74703,48.5
"FINAL",2013,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",4890,68.2
"FINAL",2013,"MAY/JUNE","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",42370,37.5
"FINAL",2013,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (<= 3 MI)",11732,18
"FINAL",2013,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","OCEAN (> 3 MI)",2161,20.4
"FINAL",2013,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PARTY BOAT","INLAND",402,4.6
"FINAL",2013,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",98737,87
"FINAL",2013,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",15478,105.7
"FINAL",2013,"MAY/JUNE","RHODE ISLAND","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",296857,94.4
"FINAL",2013,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","SHORE","INLAND",189744,85.2
"FINAL",2013,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PARTY BOAT","INLAND",161,99.6
"FINAL",2013,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (> 3 MI)","*","*"
"FINAL",2013,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",195228,53.4
"FINAL",2013,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)",102874,45.8
"FINAL",2013,"JULY/AUGUST","CONNECTICUT","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",767802,21.9
"FINAL",2013,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","SHORE","INLAND",15089,99.5
"FINAL",2013,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PARTY BOAT","INLAND",107,70.2
"FINAL",2013,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","CHARTER BOAT","OCEAN (<= 3 MI)",1827,90.8
"FINAL",2013,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)",6305,73.3
"FINAL",2013,"JULY/AUGUST","MASSACHUSETTS","SUMMER FLOUNDER","PRIVATE/RENTAL BOAT","INLAND",54529,36.8
